           Z  Fieldvalue
 ----------- -----------
 -5.0000E+01  9.1510E-03
 -4.9734E+01  8.9890E-03
 -4.9468E+01  8.8270E-03
 -4.9202E+01  8.6650E-03
 -4.8936E+01  8.4968E-03
 -4.8670E+01  8.1581E-03
 -4.8404E+01  7.8195E-03
 -4.8138E+01  7.4809E-03
 -4.7872E+01  7.1425E-03
 -4.7606E+01  6.8071E-03
 -4.7340E+01  6.4717E-03
 -4.7074E+01  6.1364E-03
 -4.6809E+01  5.8055E-03
 -4.6543E+01  5.5123E-03
 -4.6277E+01  5.2191E-03
 -4.6011E+01  4.9259E-03
 -4.5745E+01  4.6396E-03
 -4.5479E+01  4.3944E-03
 -4.5213E+01  4.1492E-03
 -4.4947E+01  3.9040E-03
 -4.4681E+01  3.6667E-03
 -4.4415E+01  3.4663E-03
 -4.4149E+01  3.2659E-03
 -4.3883E+01  3.0654E-03
 -4.3617E+01  2.8733E-03
 -4.3351E+01  2.7118E-03
 -4.3085E+01  2.5504E-03
 -4.2819E+01  2.3889E-03
 -4.2553E+01  2.2356E-03
 -4.2287E+01  2.1069E-03
 -4.2021E+01  1.9783E-03
 -4.1755E+01  1.8496E-03
 -4.1489E+01  1.7287E-03
 -4.1223E+01  1.6270E-03
 -4.0957E+01  1.5254E-03
 -4.0691E+01  1.4238E-03
 -4.0426E+01  1.3292E-03
 -4.0160E+01  1.2495E-03
 -3.9894E+01  1.1698E-03
 -3.9628E+01  1.0901E-03
 -3.9362E+01  1.0166E-03
 -3.9096E+01  9.5454E-04
 -3.8830E+01  8.9244E-04
 -3.8564E+01  8.3035E-04
 -3.8298E+01  7.7374E-04
 -3.8032E+01  7.2565E-04
 -3.7766E+01  6.7756E-04
 -3.7500E+01  6.2947E-04
 -3.7234E+01  5.8611E-04
 -3.6968E+01  5.4907E-04
 -3.6702E+01  5.1203E-04
 -3.6436E+01  4.7499E-04
 -3.6170E+01  4.4196E-04
 -3.5904E+01  4.1359E-04
 -3.5638E+01  3.8521E-04
 -3.5372E+01  3.5683E-04
 -3.5106E+01  3.3181E-04
 -3.4840E+01  3.1018E-04
 -3.4574E+01  2.8854E-04
 -3.4309E+01  2.6690E-04
 -3.4043E+01  2.4805E-04
 -3.3777E+01  2.3163E-04
 -3.3511E+01  2.1521E-04
 -3.3245E+01  1.9879E-04
 -3.2979E+01  1.8466E-04
 -3.2713E+01  1.7226E-04
 -3.2447E+01  1.5985E-04
 -3.2181E+01  1.4745E-04
 -3.1915E+01  1.3691E-04
 -3.1649E+01  1.2758E-04
 -3.1383E+01  1.1825E-04
 -3.1117E+01  1.0893E-04
 -3.0851E+01  1.0110E-04
 -3.0585E+01  9.4112E-05
 -3.0319E+01  8.7127E-05
 -3.0053E+01  8.0141E-05
 -2.9787E+01  7.4357E-05
 -2.9521E+01  6.9148E-05
 -2.9255E+01  6.3939E-05
 -2.8989E+01  5.8729E-05
 -2.8723E+01  5.4475E-05
 -2.8457E+01  5.0607E-05
 -2.8191E+01  4.6738E-05
 -2.7926E+01  4.2870E-05
 -2.7660E+01  3.9755E-05
 -2.7394E+01  3.6894E-05
 -2.7128E+01  3.4033E-05
 -2.6862E+01  3.1172E-05
 -2.6596E+01  2.8900E-05
 -2.6330E+01  2.6791E-05
 -2.6064E+01  2.4682E-05
 -2.5798E+01  2.2573E-05
 -2.5532E+01  2.0924E-05
 -2.5266E+01  1.9376E-05
 -2.5000E+01  1.7828E-05
 -2.4734E+01  1.6280E-05
 -2.4468E+01  1.5087E-05
 -2.4202E+01  1.3955E-05
 -2.3936E+01  1.2822E-05
 -2.3670E+01  1.1689E-05
 -2.3404E+01  1.0827E-05
 -2.3138E+01  9.9981E-06
 -2.2872E+01  9.1693E-06
 -2.2606E+01  8.3405E-06
 -2.2340E+01  7.7145E-06
 -2.2074E+01  7.1047E-06
 -2.1809E+01  6.4950E-06
