           Z  Fieldvalue
 ----------- -----------
 -6.0000E+01  4.1648E+03
 -5.9375E+01  4.0159E+03
 -5.8750E+01  3.8670E+03
 -5.8125E+01  3.4935E+03
 -5.7500E+01  3.1045E+03
 -5.6875E+01  2.6058E+03
 -5.6250E+01  2.0909E+03
 -5.5625E+01  1.5589E+03
 -5.5000E+01  1.0227E+03
 -5.4375E+01  5.2738E+02
 -5.3750E+01  4.6208E+01
 -5.3125E+01 -3.7190E+02
 -5.2500E+01 -7.5999E+02
 -5.1875E+01 -1.0857E+03
 -5.1250E+01 -1.3721E+03
 -5.0625E+01 -1.6073E+03
 -5.0000E+01 -1.8004E+03
 -4.9375E+01 -1.9560E+03
 -4.8750E+01 -2.0716E+03
 -4.8125E+01 -2.1618E+03
 -4.7500E+01 -2.2170E+03
 -4.6875E+01 -2.2562E+03
 -4.6250E+01 -2.2664E+03
 -4.5625E+01 -2.2672E+03
 -4.5000E+01 -2.2450E+03
 -4.4375E+01 -2.2179E+03
 -4.3750E+01 -2.1736E+03
 -4.3125E+01 -2.1269E+03
 -4.2500E+01 -2.0680E+03
 -4.1875E+01 -2.0083E+03
 -4.1250E+01 -1.9405E+03
 -4.0625E+01 -1.8727E+03
 -4.0000E+01 -1.8003E+03
 -3.9375E+01 -1.7280E+03
 -3.8750E+01 -1.6541E+03
 -3.8125E+01 -1.5802E+03
 -3.7500E+01 -1.5070E+03
 -3.6875E+01 -1.4338E+03
 -3.6250E+01 -1.3626E+03
 -3.5625E+01 -1.2917E+03
 -3.5000E+01 -1.2234E+03
 -3.4375E+01 -1.1559E+03
 -3.3750E+01 -1.0914E+03
 -3.3125E+01 -1.0280E+03
 -3.2500E+01 -9.6766E+02
 -3.1875E+01 -9.0890E+02
 -3.1250E+01 -8.5296E+02
 -3.0625E+01 -7.9905E+02
 -3.0000E+01 -7.4770E+02
 -2.9375E+01 -6.9874E+02
 -2.8750E+01 -6.5201E+02
 -2.8125E+01 -6.0797E+02
 -2.7500E+01 -5.6581E+02
 -2.6875E+01 -5.2662E+02
 -2.6250E+01 -4.8896E+02
 -2.5625E+01 -4.5450E+02
 -2.5000E+01 -4.2125E+02
 -2.4375E+01 -3.9146E+02
 -2.3750E+01 -3.6260E+02
 -2.3125E+01 -3.3768E+02
 -2.2500E+01 -3.1360E+02
 -2.1875E+01 -2.9519E+02
 -2.1250E+01 -2.7660E+02
 -2.0625E+01 -2.5521E+02
 -2.0000E+01 -2.3382E+02
 -1.9375E+01 -2.1664E+02
 -1.8750E+01 -1.9946E+02
 -1.8125E+01 -1.9272E+02
 -1.7500E+01 -1.8598E+02
 -1.6875E+01 -1.7781E+02
 -1.6250E+01 -1.6964E+02
 -1.5625E+01 -1.6715E+02
 -1.5000E+01 -1.6465E+02
 -1.4375E+01 -1.6140E+02
 -1.3750E+01 -1.5815E+02
 -1.3125E+01 -1.4885E+02
 -1.2500E+01 -1.3897E+02
 -1.1875E+01 -1.2936E+02
 -1.1250E+01 -1.1980E+02
 -1.0625E+01 -1.1018E+02
 -1.0000E+01 -1.0054E+02
 -9.3750E+00 -9.1271E+01
 -8.7500E+00 -8.2194E+01
 -8.1250E+00 -7.3720E+01
 -7.5000E+00 -6.5711E+01
 -6.8750E+00 -5.8314E+01
 -6.2500E+00 -5.1586E+01
 -5.6250E+00 -4.5357E+01
 -5.0000E+00 -3.9906E+01
 -4.3750E+00 -3.4805E+01
 -3.7500E+00 -3.0503E+01
 -3.1250E+00 -2.6413E+01
 -2.5000E+00 -2.3085E+01
 -1.8750E+00 -1.9860E+01
 -1.2500E+00 -1.7324E+01
 -6.2500E-01 -1.4815E+01
  0.0000E+00 -1.2905E+01
  6.2500E-01 -1.0995E+01
  1.2500E+00 -9.5488E+00
  1.8750E+00 -8.1239E+00
  2.5000E+00 -7.0213E+00
  3.1250E+00 -5.9670E+00
  3.7500E+00 -5.1313E+00
  4.3750E+00 -4.3564E+00
  5.0000E+00 -3.7266E+00
  5.6250E+00 -3.1604E+00
  6.2500E+00 -2.6881E+00
  6.8750E+00 -2.2763E+00
  7.5000E+00 -1.9238E+00
  8.1250E+00 -1.6255E+00
  8.7500E+00 -1.3634E+00
  9.3750E+00 -1.1482E+00
  1.0000E+01 -9.5421E-01
  1.0625E+01 -7.9999E-01
  1.1250E+01 -6.5772E-01
  1.1875E+01 -5.4936E-01
  1.2500E+01 -4.4779E-01
  1.3125E+01 -3.7844E-01
  1.3750E+01 -3.0979E-01
  1.4375E+01 -2.4853E-01
  1.5000E+01 -1.8727E-01
  1.5625E+01 -1.4532E-01
  1.6250E+01 -1.0338E-01
  1.6875E+01 -9.0666E-02
  1.7500E+01 -7.7955E-02
  1.8125E+01 -6.4938E-02
  1.8750E+01 -5.1922E-02
  1.9375E+01 -4.5974E-02
  2.0000E+01 -4.0026E-02
  2.0625E+01 -3.6428E-02
  2.1250E+01 -3.2830E-02
  2.1875E+01 -2.7232E-02
  2.2500E+01 -2.1496E-02
  2.3125E+01 -1.7990E-02
  2.3750E+01 -1.4815E-02
  2.4375E+01 -1.2513E-02
  2.5000E+01 -1.0420E-02
  2.5625E+01 -8.7994E-03
  2.6250E+01 -7.3431E-03
  2.6875E+01 -6.1780E-03
  2.7500E+01 -5.1517E-03
  2.8125E+01 -4.3117E-03
  2.8750E+01 -3.5894E-03
  2.9375E+01 -2.9863E-03
  3.0000E+01 -2.4813E-03
  3.0625E+01 -2.0512E-03
  3.1250E+01 -1.7011E-03
  3.1875E+01 -1.3969E-03
  3.2500E+01 -1.1564E-03
  3.3125E+01 -9.4317E-04
  3.3750E+01 -7.7951E-04
  3.4375E+01 -6.3133E-04
  3.5000E+01 -5.2100E-04
  3.5625E+01 -4.1894E-04
  3.6250E+01 -3.4525E-04
  3.6875E+01 -2.7558E-04
  3.7500E+01 -2.2682E-04
  3.8125E+01 -1.7968E-04
  3.8750E+01 -1.4771E-04
  3.9375E+01 -1.1611E-04
  4.0000E+01 -9.5335E-05
  4.0625E+01 -7.4565E-05
  4.1250E+01 -6.0959E-05
  4.1875E+01 -4.7592E-05
  4.2500E+01 -3.8602E-05
  4.3125E+01 -3.0080E-05
  4.3750E+01 -2.4196E-05
  4.4375E+01 -1.8818E-05
  4.5000E+01 -1.5003E-05
  4.5625E+01 -1.1643E-05
  4.6250E+01 -9.1930E-06
  4.6875E+01 -7.1154E-06
  4.7500E+01 -5.5593E-06
  4.8125E+01 -4.2902E-06
  4.8750E+01 -3.3140E-06
  4.9375E+01 -2.5492E-06
  5.0000E+01 -1.9441E-06
  5.0625E+01 -1.4887E-06
  5.1250E+01 -1.1183E-06
  5.1875E+01 -8.5136E-07
  5.2500E+01 -6.2878E-07
  5.3125E+01 -4.7648E-07
  5.3750E+01 -3.4586E-07
  5.4375E+01 -2.6079E-07
  5.5000E+01 -1.8564E-07
  5.5625E+01 -1.3902E-07
  5.6250E+01 -9.6806E-08
  5.6875E+01 -7.2921E-08
  5.7500E+01 -5.1263E-08
  5.8125E+01 -4.4642E-08
  5.8750E+01 -3.8492E-08
  5.9375E+01 -3.9178E-08
  6.0000E+01 -3.9863E-08
